landmark_kind,group,fixed_feature_index,moving_feature_index,src_x,src_y,dst_x,dst_y,dx,dy,motion_um,used_for_transform,tear_like_motion
reciprocal_contour_centroid,Fibroblast,1087,1592,5470.217074429356,4460.360794594355,5578.875198631249,4198.514058518055,108.65812420189286,-261.84673607629975,283.4965628519777,True,True
reciprocal_contour_centroid,Fibroblast,702,1594,1249.74209196096,644.7055591483925,818.760335348512,606.148321817262,-430.98175661244795,-38.55723733113052,432.70305647563947,True,True
reciprocal_contour_centroid,Fibroblast,908,1595,2822.007585550335,2903.0858377709496,2520.6764031375,2784.869595633333,-301.331182412835,-118.21624213761652,323.6905333794253,True,True
reciprocal_contour_centroid,Myoepithelial,2839,1602,7564.150445666726,2616.3707169107424,7513.54892262181,2891.692289988899,-50.601523044916576,275.3215730781567,279.9329968701368,True,True
reciprocal_contour_centroid,Myoepithelial,2843,1603,7419.003519449769,2945.9061654804345,7245.319980420059,2991.6629130795977,-173.6835390297092,45.75674759916319,179.60972045170064,True,True
reciprocal_contour_centroid,Myoepithelial,2831,1605,7032.902718078553,2852.15358772337,7549.276911801445,2554.3109154132712,516.3741937228915,-297.8426723100988,596.1145572721632,True,True
reciprocal_contour_centroid,Myoepithelial,2806,1613,5169.770265383218,1933.128703352966,5223.739155709592,1928.8080574137196,53.968890326373185,-4.32064593924656,54.14156540397059,True,True
reciprocal_contour_centroid,Myoepithelial,2849,1625,5974.747173775669,3305.5325692765837,5956.932576929141,3369.373776609112,-17.81459684652782,63.841207332528484,66.28016003661433,True,True
reciprocal_contour_centroid,Myoepithelial,2848,1635,5527.476902497559,2980.179430906574,5447.6220313875,3200.41892953125,-79.85487111005932,220.2394986246759,234.26958230733413,True,True
reciprocal_contour_centroid,Myoepithelial,2851,1638,5559.424151958601,3191.1474808701873,5594.874359168516,3360.5238359927616,35.45020720991488,169.3763551225743,173.04642979800045,True,True
reciprocal_contour_centroid,Myoepithelial,2844,1640,5406.805472043595,3107.2474695674027,5305.193967237174,3023.008212358577,-101.61150480642118,-84.23925720882562,131.98920548332742,True,True
reciprocal_contour_centroid,Myoepithelial,2841,1645,5227.081159323104,3000.8669450679786,5129.912610552338,2919.6522964795417,-97.16854877076548,-81.21464858843683,126.63943309869921,True,True
reciprocal_contour_centroid,Myoepithelial,2788,1646,3235.902943927568,1278.9336563310105,3330.0709341374995,1293.5523600055556,94.16799020993176,14.618703674545031,95.29594365607574,True,True
reciprocal_contour_centroid,Myoepithelial,2864,1648,5827.549000769727,3848.4016831470917,5829.840306151734,3691.5385145776213,2.2913053820066125,-156.86316856947042,156.8799022628702,True,True
reciprocal_contour_centroid,Myoepithelial,2873,1652,5976.9540640772575,3980.324373148649,5950.759172329167,3880.0556905666667,-26.194891748090413,-100.26868258198238,103.63387988693906,True,True
reciprocal_contour_centroid,Myoepithelial,2874,1653,5984.879850517938,4086.1672406134426,5955.388142015064,4009.495927827145,-29.491708502874644,-76.67131278629768,82.14773931638547,True,True
reciprocal_contour_centroid,Myoepithelial,2834,1655,4861.7807592672225,2912.4404739767133,5209.645455679342,2694.0701244462953,347.8646964121199,-218.37034953041803,410.7255246072896,True,True
reciprocal_contour_centroid,Myoepithelial,2836,1656,4686.836683777242,2793.700388481313,5151.719057872723,2709.656460811313,464.8823740954813,-84.0439276699999,472.418250624223,True,True
reciprocal_contour_centroid,Myoepithelial,2869,1657,5597.628939079532,3847.098558881966,5905.738795831637,3748.5633577918425,308.10985675210486,-98.53520109012334,323.4824101580697,True,True
reciprocal_contour_centroid,Myoepithelial,2823,1658,4019.0424409268553,2468.314063939023,4107.374137978958,2387.5144038207377,88.33169705210275,-80.79966011828537,119.71246292402013,True,True
reciprocal_contour_centroid,Myoepithelial,2791,1662,3129.346502850791,1615.623740020987,3036.9388607999995,1324.621469220833,-92.40764205079131,-291.00227080015407,305.3219512583944,True,True
reciprocal_contour_centroid,Myoepithelial,2786,1664,3057.864148590849,1662.3529666864983,3358.242345619722,1222.9522301473366,300.3781970288733,-439.4007365391617,532.2593996553508,True,True
reciprocal_contour_centroid,Myoepithelial,2822,1669,3831.26001821656,2448.0970781402702,3835.38950022272,2389.7827947746073,4.129482006159833,-58.31428336566296,58.460313598971,True,True
reciprocal_contour_centroid,Myoepithelial,2877,1672,5400.95176729053,4119.569095272871,5619.935815869448,4249.2915177011,218.98404857891728,129.72242242822904,254.52292708646408,True,True
reciprocal_contour_centroid,Myoepithelial,2815,1674,3499.322266022186,2273.502659146372,3463.7462168988386,2235.660628662701,-35.576049123347275,-37.8420304836709,51.93914268019733,True,True
reciprocal_contour_centroid,Myoepithelial,2875,1680,5244.841167327772,4132.258636999282,5754.770646793485,3982.68443735969,509.9294794657126,-149.57419963959228,531.4136949928908,True,True
reciprocal_contour_centroid,Myoepithelial,2813,1682,3141.5982093387574,2180.6470973851756,3111.3156555749997,2116.8837505624997,-30.282553763757733,-63.763346822675885,70.58893298870389,True,True
reciprocal_contour_centroid,Myoepithelial,2833,1691,3631.3267078310614,2782.1321173680744,3751.017277370793,2681.8959994687407,119.69056953973177,-100.23611789933375,156.1189026616396,True,True
reciprocal_contour_centroid,Myoepithelial,2884,1694,5449.289707596897,4757.074937057417,5367.541866005405,4679.330544909439,-81.74784159149203,-77.74439214797803,112.81356352551879,True,True
reciprocal_contour_centroid,Myoepithelial,2780,1699,1060.0302043963156,719.2002452007299,1085.6417752999996,656.6356240791666,25.61157090368397,-62.56462112156328,67.6038784408054,True,True
reciprocal_contour_centroid,Myoepithelial,2842,1704,3562.3691695769467,3080.0163872155163,3585.2854259051282,3010.0615697261287,22.91625632818159,-69.95481748938755,73.61271149789583,True,True
reciprocal_contour_centroid,Myoepithelial,2783,1705,993.1982063717633,919.0866464905766,869.5115599587474,1026.386789749889,-123.68664641301586,107.30014325931234,163.7428082218189,True,True
reciprocal_contour_centroid,Myoepithelial,2868,1706,4480.13155718067,3866.5630069782096,4685.250031542705,3748.431829794677,205.11847436203516,-118.1311771835326,236.70353513916103,True,True
reciprocal_contour_centroid,Myoepithelial,2776,1707,676.9615053579979,680.7402722764595,645.0715036113611,546.7261124293822,-31.890001746636813,-134.01415984707728,137.75618770464897,True,True
reciprocal_contour_centroid,Myoepithelial,2879,1708,4989.709769803867,4678.9682931851685,4529.717256793355,4473.803963988167,-459.9925130105121,-205.16432919700128,503.6720301948299,True,True
reciprocal_contour_centroid,Myoepithelial,2880,1711,4530.241879005272,4555.089302506088,4594.476444758712,4523.327471581478,64.23456575344062,-31.761830924609967,71.65817009397182,True,True
reciprocal_contour_centroid,Myoepithelial,2882,1714,4575.601438334039,4737.282305087805,4887.368357154768,4641.026411038255,311.7669188207292,-96.25589404955008,326.28792317560476,True,True
reciprocal_contour_centroid,Myoepithelial,2863,1719,3205.2517085137943,3809.455456940555,3080.294073630896,3667.5984649948373,-124.95763488289822,-141.8569919457177,189.0444833350477,True,True
reciprocal_contour_centroid,Myoepithelial,2792,1722,461.49303972315585,1598.4580160737946,438.1261505143634,1441.13062819375,-23.36688920879243,-157.32738788004463,159.053193895797,True,True
reciprocal_contour_centroid,Mast,2516,1736,7108.033807730658,2128.777873566409,7499.705063402538,2535.7257346158754,391.6712556718803,406.94786104946616,564.8122999123896,True,True
reciprocal_contour_centroid,Mast,2517,1738,7359.29610971851,2598.480138887016,7245.7904218583335,2536.316723091667,-113.5056878601763,-62.16341579534901,129.41341290591643,True,True
reciprocal_contour_centroid,Mast,2510,1740,7282.340794885047,2597.2418112699565,6941.709101351185,2442.625215185599,-340.63169353386184,-154.61659608435775,374.0805293308651,True,True
reciprocal_contour_centroid,Mast,2522,1745,6473.245501676719,2377.5997533096283,7048.91067108125,2637.2913274923985,575.6651694045313,259.6915741827702,631.5299683839817,True,True
reciprocal_contour_centroid,Mast,2558,1747,7150.442628733513,3093.5217424410275,7202.039366074999,3142.1643499916663,51.596737341486005,48.642607550638786,70.91069435290954,True,True
reciprocal_contour_centroid,Mast,2536,1748,6783.0143323005495,2811.4644228150887,6740.766422742716,2894.872658989961,-42.24790955783374,83.4082361748724,93.49769902949586,True,True
reciprocal_contour_centroid,Mast,2509,1750,6238.880627857884,2286.2058349652602,6103.3035541765885,2430.1082081887466,-135.5770736812956,143.9023732234864,197.70947353967392,True,True
reciprocal_contour_centroid,Mast,2574,1751,7085.944288435068,3212.684760091632,7046.801949039446,3264.3590160837407,-39.142339395622,51.674255992108556,64.8255463972347,True,True
reciprocal_contour_centroid,Mast,2455,1752,5777.668337760607,1772.6685025131728,5679.5026268125,1938.2363733833329,-98.16571094810661,165.56787087016005,192.4817567210597,True,True
reciprocal_contour_centroid,Mast,2408,1755,5528.805985401726,1580.7299902647344,5635.732873999289,1692.8534793835859,106.92688859756345,112.12348911885147,154.93558763996396,True,True
reciprocal_contour_centroid,Mast,2456,1756,5712.936262717938,1860.9855432167442,5513.723432712119,1969.9979141559124,-199.21283000581934,109.01237093916825,227.0890764803677,True,True
reciprocal_contour_centroid,Mast,2468,1757,5634.007570169839,1812.9831001988152,5686.962742682972,2029.1035593678475,52.95517251313322,216.1204591690323,222.51360220743598,True,True
reciprocal_contour_centroid,Mast,2446,1758,5593.294722998011,1792.790746408426,5668.18108164947,1909.4497536868964,74.88635865145898,116.65900727847043,138.62644297273576,True,True
reciprocal_contour_centroid,Mast,2423,1764,5444.973452713609,1775.9981958239953,5381.995447854167,1751.8217189416666,-62.97800485944208,-24.176476882328643,67.45910709843173,True,True
